timestamp,10,100,101,120,121,140,150,160,200,201,251,270,300,301,351,352,370,400,450,500,550,600,650,652,1000,1020,1040,1100,1200,1510,2510,3000,4510,5510,6000
20200525_0,81443.11219894886,17526.047997176647,1042.6551513671875,6173.8984375,905.3300170898438,1060.5169677734375,32756.785734415054,1216.4427490234375,4645.8017578125,1567.2476806640625,12747.650098502636,1911.697265625,8456.6494140625,3419.68896484375,7181.52392578125,10372.364301860332,3759.978515625,7587.51708984375,21993.385574162006,14853.798258185387,12615.21441346407,4158.85546875,1606.2637939453125,1400.2913818359375,28306.50634431839,603.9931030273438,3369.7470703125,-1271.7703857421875,3936.201171875,1771.7559814453125,4793.2861328125,-75.68743133544922,2827.29736328125,1918.0791015625,2886.2197265625
20200525_1,64108.75175333023,14302.269876003265,852.457763671875,5321.95458984375,702.5758056640625,870.8059692382812,25670.964562773705,978.1035766601562,4107.76123046875,1320.2042236328125,9838.266021490097,1309.0267333984375,7012.6904296875,2918.63427734375,5627.392578125,8297.636310398579,3421.17236328125,7118.05224609375,17497.265278995037,10858.521763324738,10317.284385502338,3032.906005859375,959.2193603515625,1284.4083251953125,21702.049130916595,454.3735046386719,2960.471435546875,-2253.54833984375,2862.092041015625,1476.45263671875,4010.416748046875,-199.60964965820312,2574.620849609375,1748.7596435546875,2579.624267578125
20200525_2,58356.64104181528,15107.42275416851,976.9254150390625,5250.5673828125,893.6156005859375,968.7245483398438,21339.304332256317,956.742431640625,4040.791748046875,1546.7413330078125,9796.565126895905,1391.61767578125,6656.5791015625,3001.18310546875,5377.79248046875,7755.418715775013,3153.66357421875,7558.2431640625,15205.936683744192,9123.616253763437,10597.348332345486,2416.474365234375,850.3836669921875,1463.212158203125,17250.782695770264,798.9243774414062,2938.676025390625,-2986.842529296875,2195.347412109375,1327.9775390625,4261.0087890625,-53.56925582885742,3324.927734375,2052.674072265625,3110.75439453125
20200525_3,51666.604223012924,14704.705998301506,728.1472778320312,5071.70703125,556.0960083007812,844.1690063476562,18357.74543964863,852.3778076171875,3611.3095703125,1682.0679931640625,8527.878197789192,1335.2705078125,6632.6552734375,2700.916748046875,4868.6396484375,6704.27370095253,2917.107421875,7621.58154296875,14779.482217937708,7729.516810625792,9329.782860338688,1915.881591796875,572.587158203125,1245.1046142578125,12713.541220664978,573.441650390625,2479.61279296875,-3995.134521484375,1515.4150390625,1161.242431640625,4182.40771484375,-54.21432113647461,3071.778076171875,1807.821533203125,2860.135498046875
20200525_4,68156.37420153618,18571.400456130505,802.9757080078125,5664.88330078125,427.160888671875,807.170166015625,27592.61052119732,1027.783935546875,3625.42431640625,1848.052978515625,8937.720156013966,1860.545166015625,7593.78369140625,2874.43212890625,5232.92529296875,9535.824921011925,3880.5,9692.408203125,18426.507983654737,15664.580082148314,10140.423371493816,1769.4105224609375,458.9508972167969,1475.9788818359375,27627.053594827652,265.7491149902344,3299.099609375,-145.3357391357422,3262.54833984375,1233.91259765625,4366.29833984375,-142.9102020263672,3088.68505859375,2015.9368896484375,3346.034423828125
20200525_5,130702.4879757762,35700.81461966038,2268.633056640625,8473.7734375,2037.882080078125,1567.8931884765625,54316.88351750374,2030.1068115234375,5342.58154296875,2579.15283203125,17251.742680847645,3779.4833984375,10265.8095703125,5026.564453125,8575.80078125,20757.073894768953,6477.1123046875,16070.6337890625,26475.65243411064,38441.61138176918,19865.233400523663,2620.08154296875,1622.8277587890625,3253.1328125,72027.16551446915,1586.546630859375,7248.66064453125,11304.0400390625,8983.1708984375,1784.6304931640625,6780.0654296875,331.3885803222656,6915.6435546875,4419.50146484375,7412.6064453125
20200525_6,214689.61197793484,61491.00925028324,4693.2939453125,13029.6435546875,5218.181640625,3047.093017578125,85242.32034063339,3649.30078125,8280.8779296875,3809.905517578125,32570.372852265835,6218.16162109375,13638.373046875,8698.2578125,14386.6279296875,36560.898353368044,9310.341796875,24205.1640625,35166.28356483579,65408.49825388193,36860.31498813629,4638.08251953125,4285.826171875,5760.04345703125,123364.65635490417,4520.373046875,12689.0009765625,24666.8203125,15852.109375,2573.212646484375,11604.3681640625,1619.568115234375,14252.4658203125,8420.3232421875,14092.7080078125
20200525_7,274719.1321811676,81565.85095822811,6817.29931640625,17693.439453125,8119.79541015625,4526.5830078125,105572.81385207176,5099.93115234375,10961.3740234375,5063.4365234375,47653.03546833992,8125.671875,16449.205078125,12086.60546875,20442.0078125,49137.44012284279,11037.9951171875,30003.41015625,41868.78803247213,82772.04680734873,52511.56250399351,7303.48876953125,7464.6865234375,7346.23974609375,152908.1706533432,6955.0615234375,16115.5380859375,32298.267578125,19703.78515625,3324.035888671875,16659.876953125,3007.595947265625,20183.400390625,11559.0634765625,19216.615234375
20200525_8,300798.2512933016,91465.57933092117,8436.4677734375,22061.45703125,9550.86328125,5677.39892578125,118357.7691783905,5988.5439453125,13193.703125,6393.26220703125,58649.55911016464,10265.2998046875,19579.73046875,14757.7763671875,26182.12890625,56670.0082346797,12071.8271484375,33615.65234375,48908.485113322735,91419.69809645414,63015.547550439835,10395.6337890625,10421.626953125,8104.638671875,159175.94070911407,7723.37158203125,16737.357421875,33315.58203125,19926.7109375,4290.6279296875,20125.048828125,3606.14013671875,21574.818359375,12750.7119140625,21060.919921875
